rank,frequency,log(r),log(f)
258,150,2.41161970596323,2.1760912590556813
259,150,2.413299764081252,2.1760912590556813
260,149,2.4149733479708178,2.173186268412274
261,149,2.416640507338281,2.173186268412274
262,148,2.4183012913197452,2.1702617153949575
263,147,2.419955748489758,2.167317334748176
264,147,2.4216039268698313,2.167317334748176
265,147,2.423245873936808,2.167317334748176
266,147,2.424881636631067,2.167317334748176
267,146,2.4265112613645754,2.164352855784437
268,146,2.428134794028789,2.164352855784437
269,145,2.429752280002408,2.161368002234975
270,145,2.4313637641589874,2.161368002234975
271,145,2.432969290874406,2.161368002234975
272,144,2.4345689040341987,2.1583624920952498
273,144,2.436162647040756,2.1583624920952498
274,144,2.437750562820388,2.1583624920952498
275,143,2.439332693830263,2.155336037465062
276,143,2.4409090820652177,2.155336037465062
277,142,2.4424797690644486,2.1522883443830563
278,142,2.444044795918076,2.1522883443830563
279,142,2.4456042032735974,2.1522883443830563
280,141,2.4471580313422194,2.1492191126553797
281,141,2.44870631990508,2.1492191126553797
282,141,2.450249108319361,2.1492191126553797
283,140,2.45178643552429,2.146128035678238
284,140,2.4533183400470375,2.146128035678238
285,139,2.45484486000851,2.143014800254095
286,138,2.456366033129043,2.1398790864012365
287,138,2.4578818967339924,2.1398790864012365
288,138,2.459392487759231,2.1398790864012365
289,138,2.4608978427565478,2.1398790864012365
290,137,2.462397997898956,2.1367205671564067
291,137,2.4638929889859074,2.1367205671564067
292,137,2.4653828514484184,2.1367205671564067
293,137,2.4668676203541096,2.1367205671564067
294,137,2.4683473304121573,2.1367205671564067
295,136,2.469822015978163,2.1335389083702174
296,136,2.4712917110589387,2.1335389083702174
297,136,2.4727564493172123,2.1335389083702174
298,136,2.4742162640762553,2.1335389083702174
299,135,2.4756711883244296,2.130333768495006
300,135,2.4771212547196626,2.130333768495006
301,135,2.4785664955938436,2.130333768495006
302,134,2.4800069429571505,2.1271047983648077
303,134,2.481442628502305,2.1271047983648077
304,133,2.482873583608754,2.123851640967086
305,133,2.484299839346786,2.123851640967086
306,132,2.48572142648158,2.12057393120585
307,132,2.4871383754771865,2.12057393120585
308,132,2.4885507165004443,2.12057393120585
309,132,2.4899584794248346,2.12057393120585
310,132,2.4913616938342726,2.12057393120585
311,131,2.4927603890268375,2.1172712956557644
312,131,2.494154594018443,2.1172712956557644
313,130,2.4955443375464483,2.113943352306837
314,130,2.496929648073215,2.113943352306837
315,129,2.4983105537896004,2.110589710299249
316,129,2.499687082618404,2.110589710299249
317,129,2.5010592622177517,2.110589710299249
318,128,2.5024271199844326,2.1072099696478683
319,127,2.503790683057181,2.103803720955957
320,127,2.505149978319906,2.103803720955957
321,126,2.506505032404872,2.100370545117563
322,126,2.507855871695831,2.100370545117563
323,126,2.509202522331103,2.100370545117563
324,125,2.510545010206612,2.0969100130080562
325,125,2.5118833609788744,2.0969100130080562
326,125,2.513217600067939,2.0969100130080562
327,124,2.514547752660286,2.093421685162235
328,124,2.515873843711679,2.093421685162235
329,124,2.5171958979499744,2.093421685162235
330,124,2.5185139398778875,2.093421685162235
331,124,2.519827993775719,2.093421685162235
332,123,2.5211380837040362,2.089905111439398
333,123,2.5224442335063197,2.089905111439398
334,123,2.5237464668115646,2.089905111439398
335,123,2.525044807036845,2.089905111439398
336,123,2.526339277389844,2.089905111439398
337,122,2.5276299008713385,2.0863598306747484
338,122,2.5289167002776547,2.0863598306747484
339,122,2.530199698203082,2.0863598306747484
340,121,2.531478917042255,2.0827853703164503
341,121,2.5327543789924976,2.0827853703164503
342,121,2.534026106056135,2.0827853703164503
343,121,2.5352941200427703,2.0827853703164503
344,121,2.53655844257153,2.0827853703164503
345,120,2.537819095073274,2.0791812460476247
346,120,2.5390760987927767,2.0791812460476247
347,120,2.5403294747908736,2.0791812460476247
348,120,2.5415792439465807,2.0791812460476247
349,119,2.5428254269591797,2.0755469613925306
350,119,2.5440680443502757,2.0755469613925306
351,119,2.545307116465824,2.0755469613925306
352,117,2.546542663478131,2.0681858617461617
353,117,2.5477747053878224,2.0681858617461617
354,117,2.5490032620257876,2.0681858617461617
355,117,2.550228353055094,2.0681858617461617
356,117,2.5514499979728753,2.0681858617461617
357,117,2.552668216112193,2.0681858617461617
358,116,2.5538830266438746,2.0644579892269186
359,116,2.5550944485783194,2.0644579892269186
360,116,2.5563025007672873,2.0644579892269186
361,116,2.5575072019056577,2.0644579892269186
362,116,2.558708570533166,2.0644579892269186
363,115,2.5599066250361124,2.060697840353612
364,115,2.561101383649056,2.060697840353612
365,115,2.5622928644564746,2.060697840353612
366,115,2.5634810853944106,2.060697840353612
367,115,2.5646660642520893,2.060697840353612
368,114,2.5658478186735176,2.0569048513364727
369,114,2.56702636615906,2.0569048513364727
370,114,2.568201724066995,2.0569048513364727
371,114,2.569373909615046,2.0569048513364727
372,114,2.5705429398818973,2.0569048513364727
373,113,2.571708831808688,2.0530784434834195
374,113,2.5728716022004803,2.0530784434834195
375,113,2.574031267727719,2.0530784434834195
376,113,2.575187844927661,2.0530784434834195
377,112,2.576341350205793,2.0492180226701815
378,112,2.5774917998372255,2.0492180226701815
379,112,2.578639209968072,2.0492180226701815
380,112,2.57978359661681,2.0492180226701815
381,112,2.5809249756756194,2.0492180226701815
382,112,2.582063362911709,2.0492180226701815
383,112,2.583198773968623,2.0492180226701815
384,111,2.584331224367531,2.0453229787866576
385,111,2.5854607295085006,2.0453229787866576
386,110,2.586587304671755,2.041392685158225
387,110,2.5877109650189114,2.041392685158225
388,109,2.5888317255942073,2.037426497940624
389,109,2.5899496013257077,2.037426497940624
390,109,2.591064607026499,2.037426497940624
391,109,2.5921767573958667,2.037426497940624
392,109,2.593286067020457,2.037426497940624
393,109,2.5943925503754266,2.037426497940624
394,109,2.595496221825574,2.037426497940624
395,108,2.59659709562646,2.03342375548695
396,108,2.597695185925512,2.03342375548695
397,108,2.598790506763115,2.03342375548695
398,108,2.5998830720736876,2.03342375548695
399,108,2.6009728956867484,2.03342375548695
400,108,2.6020599913279625,2.03342375548695
401,107,2.603144372620182,2.0293837776852097
402,107,2.60422605308447,2.0293837776852097
403,107,2.6053050461411096,2.0293837776852097
404,107,2.606381365110605,2.0293837776852097
405,107,2.6074550232146687,2.0293837776852097
406,107,2.6085260335771943,2.0293837776852097
407,106,2.60959440922522,2.0253058652647704
408,106,2.61066016308988,2.0253058652647704
409,106,2.611723308007342,2.0253058652647704
410,106,2.6127838567197355,2.0253058652647704
411,105,2.6138418218760693,2.0211892990699383
412,105,2.6148972160331345,2.0211892990699383
413,105,2.615950051656401,2.0211892990699383
414,105,2.617000341120899,2.0211892990699383
415,104,2.6180480967120925,2.0170333392987803
416,104,2.6190933306267428,2.0170333392987803
417,103,2.6201360549737576,2.012837224705172
418,103,2.621176281775035,2.012837224705172
419,103,2.622214022966295,2.012837224705172
420,103,2.6232492903979003,2.012837224705172
421,102,2.6242820958356683,2.0086001717619175
422,102,2.625312450961674,2.0086001717619175
423,101,2.6263403673750423,2.0043213737826426
424,101,2.6273658565927325,2.0043213737826426
425,101,2.6283889300503116,2.0043213737826426
426,101,2.629409599102719,2.0043213737826426
427,101,2.630427875025024,2.0043213737826426
428,101,2.6314437690131722,2.0043213737826426
429,101,2.6324572921847245,2.0043213737826426
430,100,2.6334684555795866,2.0
431,100,2.6344772701607315,2.0
432,100,2.635483746814912,2.0
433,99,2.6364878963533656,1.99563519459755
434,99,2.637489729512511,1.99563519459755
435,99,2.6384892569546374,1.99563519459755
436,98,2.639486489268586,1.9912260756924949
437,98,2.640481436970422,1.9912260756924949
438,98,2.6414741105040997,1.9912260756924949
439,98,2.6424645202421213,1.9912260756924949
440,98,2.6434526764861874,1.9912260756924949
441,98,2.6444385894678386,1.9912260756924949
442,98,2.645422269349092,1.9912260756924949
443,98,2.6464037262230695,1.9912260756924949
444,97,2.6473829701146196,1.9867717342662448
445,97,2.6483600109809315,1.9867717342662448
446,97,2.649334858712142,1.9867717342662448
447,96,2.6503075231319366,1.9822712330395684
448,96,2.651278013998144,1.9822712330395684
449,96,2.6522463410033232,1.9822712330395684
450,96,2.6532125137753435,1.9822712330395684
451,96,2.6541765418779604,1.9822712330395684
452,95,2.655138434811382,1.9777236052888478
453,95,2.656098202012832,1.9777236052888478
454,95,2.6570558528571038,1.9777236052888478
455,94,2.6580113966571126,1.9731278535996986
456,94,2.658964842664435,1.9731278535996986
457,94,2.6599162000698504,1.9731278535996986
458,94,2.660865478003869,1.9731278535996986
459,94,2.661812685537261,1.9731278535996986
460,94,2.662757831681574,1.9731278535996986
461,94,2.663700925389648,1.9731278535996986
462,93,2.6646419755561257,1.968482948553935
463,93,2.6655809910179533,1.968482948553935
464,93,2.6665179805548807,1.968482948553935
465,93,2.667452952889954,1.968482948553935
466,93,2.66838591669,1.968482948553935
467,93,2.6693168805661123,1.968482948553935
468,93,2.670245853074124,1.968482948553935
469,93,2.6711728427150834,1.968482948553935
470,92,2.6720978579357175,1.9637878273455553
471,92,2.673020907128896,1.9637878273455553
472,92,2.673941998634088,1.9637878273455553
473,92,2.6748611407378116,1.9637878273455553
474,92,2.6757783416740852,1.9637878273455553
475,92,2.6766936096248664,1.9637878273455553
476,91,2.677606952720493,1.9590413923210936
477,91,2.678518379040114,1.9590413923210936
478,91,2.6794278966121188,1.9590413923210936
479,91,2.680335513414563,1.9590413923210936
480,90,2.681241237375587,1.954242509439325
481,90,2.682145076373832,1.954242509439325
482,90,2.6830470382388496,1.954242509439325
483,90,2.683947130751512,1.954242509439325
484,90,2.6848453616444123,1.954242509439325
485,89,2.6857417386022635,1.9493900066449128
486,89,2.6866362692622934,1.9493900066449128
487,89,2.6875289612146345,1.9493900066449128
488,89,2.6884198220027105,1.9493900066449128
489,89,2.6893088591236203,1.9493900066449128
490,89,2.690196080028514,1.9493900066449128
491,89,2.6910814921229687,1.9493900066449128
492,89,2.69196510276736,1.9493900066449128
493,89,2.69284691927723,1.9493900066449128
494,89,2.693726948923647,1.9493900066449128
495,88,2.694605198933569,1.9444826721501687
496,88,2.6954816764901977,1.9444826721501687
497,88,2.696356388733332,1.9444826721501687
498,88,2.6972293427597176,1.9444826721501687
499,88,2.6981005456233897,1.9444826721501687
500,88,2.6989700043360187,1.9444826721501687
501,88,2.699837725867246,1.9444826721501687
502,88,2.7007037171450192,1.9444826721501687
503,87,2.7015679850559273,1.9395192526186185
504,87,2.7024305364455254,1.9395192526186185
505,87,2.7032913781186614,1.9395192526186185
506,87,2.7041505168397992,1.9395192526186185
507,87,2.705007959333336,1.9395192526186185
508,87,2.7058637122839193,1.9395192526186185
509,87,2.7067177823367587,1.9395192526186185
510,87,2.7075701760979363,1.9395192526186185
511,86,2.708420900134713,1.9344984512435677
512,86,2.709269960975831,1.9344984512435677
513,86,2.7101173651118162,1.9344984512435677
514,86,2.710963118995276,1.9344984512435677
515,86,2.711807229041191,1.9344984512435677
516,86,2.7126497016272113,1.9344984512435677
517,86,2.7134905430939424,1.9344984512435677
518,86,2.714329759745233,1.9344984512435677
519,86,2.7151673578484576,1.9344984512435677
520,85,2.716003343634799,1.9294189257142926
521,85,2.7168377232995247,1.9294189257142926
522,85,2.717670503002262,1.9294189257142926
523,85,2.718501688867274,1.9294189257142926
524,85,2.7193312869837265,1.9294189257142926
525,85,2.720159303405957,1.9294189257142926
526,85,2.7209857441537393,1.9294189257142926
527,85,2.7218106152125467,1.9294189257142926
528,85,2.722633922533812,1.9294189257142926
529,85,2.7234556720351857,1.9294189257142926
530,85,2.724275869600789,1.9294189257142926
531,84,2.725094521081469,1.9242792860618816
532,84,2.7259116322950483,1.9242792860618816
533,84,2.7267272090265724,1.9242792860618816
534,83,2.727541257028556,1.919078092376074
535,83,2.7283537820212285,1.919078092376074
536,83,2.72916478969277,1.919078092376074
537,83,2.7299742856995555,1.919078092376074
538,83,2.7307822756663893,1.919078092376074
539,83,2.7315887651867388,1.919078092376074
540,83,2.7323937598229686,1.919078092376074
541,82,2.7331972651065692,1.9138138523837167
542,82,2.733999286538387,1.9138138523837167
543,82,2.734799829588847,1.9138138523837167
544,82,2.73559889969818,1.9138138523837167
545,82,2.7363965022766426,1.9138138523837167
546,82,2.7371926427047373,1.9138138523837167
547,82,2.737987326333431,1.9138138523837167
548,82,2.738780558484369,1.9138138523837167
549,81,2.739572344450092,1.9084850188786497
550,81,2.7403626894942437,1.9084850188786497
551,81,2.741151598851785,1.9084850188786497
552,81,2.741939077729199,1.9084850188786497
553,81,2.7427251313046983,1.9084850188786497
554,81,2.74350976472843,1.9084850188786497
555,81,2.7442929831226763,1.9084850188786497
556,80,2.7450747915820575,1.9030899869919435
557,80,2.745855195173729,1.9030899869919435
558,80,2.7466341989375787,1.9030899869919435
559,80,2.747411807886423,1.9030899869919435
560,80,2.7481880270062002,1.9030899869919435
561,80,2.7489628612561616,1.9030899869919435
562,80,2.749736315569061,1.9030899869919435
563,80,2.7505083948513462,1.9030899869919435
564,80,2.751279103983342,1.9030899869919435
565,80,2.7520484478194387,1.9030899869919435
566,80,2.7528164311882715,1.9030899869919435
567,80,2.7535830588929064,1.9030899869919435
568,80,2.754348335711019,1.9030899869919435
569,80,2.7551122663950713,1.9030899869919435
570,80,2.7558748556724915,1.9030899869919435
571,79,2.756636108245848,1.8976270912904414
572,79,2.7573960287930244,1.8976270912904414
573,79,2.75815462196739,1.8976270912904414
574,79,2.7589118923979736,1.8976270912904414
575,79,2.7596678446896306,1.8976270912904414
576,79,2.760422483423212,1.8976270912904414
577,79,2.7611758131557314,1.8976270912904414
578,79,2.761927838420529,1.8976270912904414
579,78,2.762678563727436,1.8920946026904804
580,78,2.7634279935629373,1.8920946026904804
581,78,2.7641761323903307,1.8920946026904804
582,78,2.7649229846498886,1.8920946026904804
583,78,2.765668554759014,1.8920946026904804
584,78,2.7664128471123997,1.8920946026904804
585,78,2.7671558660821804,1.8920946026904804
586,78,2.767897616018091,1.8920946026904804
587,78,2.7686381012476144,1.8920946026904804
588,77,2.7693773260761385,1.8864907251724818
589,77,2.7701152947871015,1.8864907251724818
590,77,2.7708520116421442,1.8864907251724818
591,77,2.7715874808812555,1.8864907251724818
592,77,2.77232170672292,1.8864907251724818
593,76,2.7730546933642626,1.8808135922807914
594,76,2.7737864449811935,1.8808135922807914
595,76,2.7745169657285498,1.8808135922807914
596,76,2.7752462597402365,1.8808135922807914
597,76,2.775974331129369,1.8808135922807914
598,76,2.776701183988411,1.8808135922807914
599,76,2.7774268223893115,1.8808135922807914
600,76,2.7781512503836434,1.8808135922807914
601,76,2.7788744720027396,1.8808135922807914
602,76,2.7795964912578244,1.8808135922807914
603,75,2.780317312140151,1.8750612633917
604,75,2.7810369386211318,1.8750612633917
605,75,2.781755374652469,1.8750612633917
606,75,2.782472624166286,1.8750612633917
607,75,2.7831886910752575,1.8750612633917
608,75,2.783903579272735,1.8750612633917
609,75,2.784617292632875,1.8750612633917
610,75,2.785329835010767,1.8750612633917
611,74,2.786041210242554,1.8692317197309762
612,74,2.7867514221455614,1.8692317197309762
613,74,2.787460474518415,1.8692317197309762
614,74,2.788168371141168,1.8692317197309762
615,74,2.788875115775417,1.8692317197309762
616,74,2.7895807121644256,1.8692317197309762
617,74,2.7902851640332416,1.8692317197309762
618,74,2.790988475088816,1.8692317197309762
619,74,2.791690649020118,1.8692317197309762
620,74,2.792391689498254,1.8692317197309762
621,74,2.79309160017658,1.8692317197309762
622,74,2.7937903846908188,1.8692317197309762
623,74,2.7944880466591697,1.8692317197309762
624,73,2.795184589682424,1.863322860120456
625,73,2.7958800173440754,1.863322860120456
626,73,2.7965743332104296,1.863322860120456
627,73,2.7972675408307164,1.863322860120456
628,73,2.797959643737196,1.863322860120456
629,73,2.798650645445269,1.863322860120456
630,73,2.7993405494535817,1.863322860120456
631,73,2.8000293592441343,1.863322860120456
632,73,2.800717078282385,1.863322860120456
633,72,2.801403710017355,1.8573324964312685
634,72,2.802089257881733,1.8573324964312685
635,72,2.8027737252919755,1.8573324964312685
636,72,2.803457115648414,1.8573324964312685
637,72,2.8041394323353503,1.8573324964312685
638,72,2.8048206787211623,1.8573324964312685
639,72,2.8055008581584002,1.8573324964312685
640,72,2.806179973983887,1.8573324964312685
641,71,2.8068580295188172,1.8512583487190752
642,71,2.807535028068853,1.8512583487190752
643,71,2.808210972924222,1.8512583487190752
644,71,2.808885867359812,1.8512583487190752
645,71,2.8095597146352675,1.8512583487190752
646,71,2.8102325179950842,1.8512583487190752
647,71,2.8109042806687006,1.8512583487190752
648,71,2.8115750058705933,1.8512583487190752
649,71,2.812244696800369,1.8512583487190752
650,70,2.8129133566428557,1.845098040014257
651,70,2.813580988568192,1.845098040014257
652,70,2.81424759573192,1.845098040014257
653,70,2.814913181275074,1.845098040014257
654,70,2.815577748324267,1.845098040014257
655,70,2.816241299991783,1.845098040014257
656,70,2.8169038393756605,1.845098040014257
657,70,2.8175653695597807,1.845098040014257
