rank,frequency,log(r),log(f)
360,212,2.5563025007672873,2.326335860928751
361,211,2.5575072019056577,2.3242824552976926
362,211,2.558708570533166,2.3242824552976926
363,210,2.5599066250361124,2.322219294733919
364,210,2.561101383649056,2.322219294733919
365,209,2.5622928644564746,2.3201462861110542
366,209,2.5634810853944106,2.3201462861110542
367,209,2.5646660642520893,2.3201462861110542
368,208,2.5658478186735176,2.3180633349627615
369,208,2.56702636615906,2.3180633349627615
370,208,2.568201724066995,2.3180633349627615
371,207,2.569373909615046,2.315970345456918
372,206,2.5705429398818973,2.3138672203691533
373,206,2.571708831808688,2.3138672203691533
374,206,2.5728716022004803,2.3138672203691533
375,204,2.574031267727719,2.3096301674258988
376,204,2.575187844927661,2.3096301674258988
377,204,2.576341350205793,2.3096301674258988
378,203,2.5774917998372255,2.307496037913213
379,202,2.578639209968072,2.305351369446624
380,202,2.57978359661681,2.305351369446624
381,202,2.5809249756756194,2.305351369446624
382,201,2.582063362911709,2.303196057420489
383,201,2.583198773968623,2.303196057420489
384,201,2.584331224367531,2.303196057420489
385,200,2.5854607295085006,2.3010299956639813
386,200,2.586587304671755,2.3010299956639813
387,199,2.5877109650189114,2.298853076409707
388,199,2.5888317255942073,2.298853076409707
389,198,2.5899496013257077,2.296665190261531
390,197,2.591064607026499,2.294466226161593
391,197,2.5921767573958667,2.294466226161593
392,197,2.593286067020457,2.294466226161593
393,197,2.5943925503754266,2.294466226161593
394,196,2.595496221825574,2.292256071356476
395,196,2.59659709562646,2.292256071356476
396,196,2.597695185925512,2.292256071356476
397,195,2.598790506763115,2.290034611362518
398,195,2.5998830720736876,2.290034611362518
399,195,2.6009728956867484,2.290034611362518
400,195,2.6020599913279625,2.290034611362518
401,195,2.603144372620182,2.290034611362518
402,194,2.60422605308447,2.287801729930226
403,194,2.6053050461411096,2.287801729930226
404,193,2.606381365110605,2.285557309007774
405,192,2.6074550232146687,2.2833012287035497
406,192,2.6085260335771943,2.2833012287035497
407,192,2.60959440922522,2.2833012287035497
408,192,2.61066016308988,2.2833012287035497
409,192,2.611723308007342,2.2833012287035497
410,192,2.6127838567197355,2.2833012287035497
411,191,2.6138418218760693,2.2810333672477277
412,191,2.6148972160331345,2.2810333672477277
413,191,2.615950051656401,2.2810333672477277
414,190,2.617000341120899,2.278753600952829
415,190,2.6180480967120925,2.278753600952829
416,189,2.6190933306267428,2.2764618041732443
417,189,2.6201360549737576,2.2764618041732443
418,189,2.621176281775035,2.2764618041732443
419,189,2.622214022966295,2.2764618041732443
420,188,2.6232492903979003,2.27415784926368
421,188,2.6242820958356683,2.27415784926368
422,188,2.625312450961674,2.27415784926368
423,187,2.6263403673750423,2.271841606536499
424,187,2.6273658565927325,2.271841606536499
425,186,2.6283889300503116,2.2695129442179165
426,186,2.629409599102719,2.2695129442179165
427,186,2.630427875025024,2.2695129442179165
428,185,2.6314437690131722,2.2671717284030137
429,185,2.6324572921847245,2.2671717284030137
430,185,2.6334684555795866,2.2671717284030137
431,184,2.6344772701607315,2.2648178230095364
432,184,2.635483746814912,2.2648178230095364
433,184,2.6364878963533656,2.2648178230095364
434,184,2.637489729512511,2.2648178230095364
435,184,2.6384892569546374,2.2648178230095364
436,183,2.639486489268586,2.2624510897304293
437,183,2.640481436970422,2.2624510897304293
438,182,2.6414741105040997,2.2600713879850747
439,182,2.6424645202421213,2.2600713879850747
440,181,2.6434526764861874,2.2576785748691846
441,181,2.6444385894678386,2.2576785748691846
442,181,2.645422269349092,2.2576785748691846
443,181,2.6464037262230695,2.2576785748691846
444,180,2.6473829701146196,2.255272505103306
445,180,2.6483600109809315,2.255272505103306
446,179,2.649334858712142,2.2528530309798933
447,179,2.6503075231319366,2.2528530309798933
448,179,2.651278013998144,2.2528530309798933
449,178,2.6522463410033232,2.250420002308894
450,178,2.6532125137753435,2.250420002308894
451,177,2.6541765418779604,2.247973266361807
452,177,2.655138434811382,2.247973266361807
453,177,2.656098202012832,2.247973266361807
454,176,2.6570558528571038,2.24551266781415
455,176,2.6580113966571126,2.24551266781415
456,176,2.658964842664435,2.24551266781415
457,175,2.6599162000698504,2.2430380486862944
458,175,2.660865478003869,2.2430380486862944
459,175,2.661812685537261,2.2430380486862944
460,174,2.662757831681574,2.2405492482826
461,174,2.663700925389648,2.2405492482826
462,174,2.6646419755561257,2.2405492482826
463,174,2.6655809910179533,2.2405492482826
464,173,2.6665179805548807,2.2380461031287955
465,173,2.667452952889954,2.2380461031287955
466,173,2.66838591669,2.2380461031287955
467,173,2.6693168805661123,2.2380461031287955
468,173,2.670245853074124,2.2380461031287955
469,173,2.6711728427150834,2.2380461031287955
470,173,2.6720978579357175,2.2380461031287955
471,172,2.673020907128896,2.2355284469075487
472,172,2.673941998634088,2.2355284469075487
473,172,2.6748611407378116,2.2355284469075487
474,171,2.6757783416740852,2.2329961103921536
475,171,2.6766936096248664,2.2329961103921536
476,171,2.677606952720493,2.2329961103921536
477,171,2.678518379040114,2.2329961103921536
478,171,2.6794278966121188,2.2329961103921536
479,170,2.680335513414563,2.230448921378274
480,170,2.681241237375587,2.230448921378274
481,169,2.682145076373832,2.2278867046136734
482,169,2.6830470382388496,2.2278867046136734
483,169,2.683947130751512,2.2278867046136734
484,169,2.6848453616444123,2.2278867046136734
485,169,2.6857417386022635,2.2278867046136734
486,168,2.6866362692622934,2.225309281725863
487,168,2.6875289612146345,2.225309281725863
488,167,2.6884198220027105,2.2227164711475833
489,167,2.6893088591236203,2.2227164711475833
490,167,2.690196080028514,2.2227164711475833
491,166,2.6910814921229687,2.220108088040055
492,166,2.69196510276736,2.220108088040055
493,166,2.69284691927723,2.220108088040055
494,166,2.693726948923647,2.220108088040055
495,165,2.694605198933569,2.2174839442139063
496,165,2.6954816764901977,2.2174839442139063
497,165,2.696356388733332,2.2174839442139063
498,164,2.6972293427597176,2.214843848047698
499,164,2.6981005456233897,2.214843848047698
500,163,2.6989700043360187,2.2121876044039577
501,163,2.699837725867246,2.2121876044039577
502,162,2.7007037171450192,2.2095150145426308
503,162,2.7015679850559273,2.2095150145426308
504,162,2.7024305364455254,2.2095150145426308
505,162,2.7032913781186614,2.2095150145426308
506,162,2.7041505168397992,2.2095150145426308
507,162,2.705007959333336,2.2095150145426308
508,162,2.7058637122839193,2.2095150145426308
509,161,2.7067177823367587,2.2068258760318495
510,161,2.7075701760979363,2.2068258760318495
511,161,2.708420900134713,2.2068258760318495
512,161,2.709269960975831,2.2068258760318495
513,161,2.7101173651118162,2.2068258760318495
514,160,2.710963118995276,2.2041199826559246
515,159,2.711807229041191,2.2013971243204513
516,159,2.7126497016272113,2.2013971243204513
517,159,2.7134905430939424,2.2013971243204513
518,158,2.714329759745233,2.1986570869544226
519,158,2.7151673578484576,2.1986570869544226
520,158,2.716003343634799,2.1986570869544226
521,158,2.7168377232995247,2.1986570869544226
522,158,2.717670503002262,2.1986570869544226
523,158,2.718501688867274,2.1986570869544226
524,158,2.7193312869837265,2.1986570869544226
525,158,2.720159303405957,2.1986570869544226
526,157,2.7209857441537393,2.1958996524092336
527,157,2.7218106152125467,2.1958996524092336
528,156,2.722633922533812,2.1931245983544616
529,156,2.7234556720351857,2.1931245983544616
530,156,2.724275869600789,2.1931245983544616
531,155,2.725094521081469,2.1903316981702914
532,155,2.7259116322950483,2.1903316981702914
533,155,2.7267272090265724,2.1903316981702914
534,155,2.727541257028556,2.1903316981702914
535,155,2.7283537820212285,2.1903316981702914
536,154,2.72916478969277,2.187520720836463
537,154,2.7299742856995555,2.187520720836463
538,154,2.7307822756663893,2.187520720836463
539,153,2.7315887651867388,2.184691430817599
540,153,2.7323937598229686,2.184691430817599
541,152,2.7331972651065692,2.1818435879447726
542,152,2.733999286538387,2.1818435879447726
543,152,2.734799829588847,2.1818435879447726
544,151,2.73559889969818,2.1789769472931693
545,151,2.7363965022766426,2.1789769472931693
546,151,2.7371926427047373,2.1789769472931693
547,151,2.737987326333431,2.1789769472931693
548,151,2.738780558484369,2.1789769472931693
549,150,2.739572344450092,2.1760912590556813
550,150,2.7403626894942437,2.1760912590556813
551,150,2.741151598851785,2.1760912590556813
552,149,2.741939077729199,2.173186268412274
553,149,2.7427251313046983,2.173186268412274
554,149,2.74350976472843,2.173186268412274
555,148,2.7442929831226763,2.1702617153949575
556,147,2.7450747915820575,2.167317334748176
557,147,2.745855195173729,2.167317334748176
558,147,2.7466341989375787,2.167317334748176
559,147,2.747411807886423,2.167317334748176
560,147,2.7481880270062002,2.167317334748176
561,147,2.7489628612561616,2.167317334748176
562,147,2.749736315569061,2.167317334748176
563,146,2.7505083948513462,2.164352855784437
564,146,2.751279103983342,2.164352855784437
565,146,2.7520484478194387,2.164352855784437
566,146,2.7528164311882715,2.164352855784437
567,146,2.7535830588929064,2.164352855784437
568,145,2.754348335711019,2.161368002234975
569,145,2.7551122663950713,2.161368002234975
570,145,2.7558748556724915,2.161368002234975
571,145,2.756636108245848,2.161368002234975
572,145,2.7573960287930244,2.161368002234975
573,145,2.75815462196739,2.161368002234975
574,144,2.7589118923979736,2.1583624920952498
575,144,2.7596678446896306,2.1583624920952498
576,144,2.760422483423212,2.1583624920952498
577,144,2.7611758131557314,2.1583624920952498
578,143,2.761927838420529,2.155336037465062
579,143,2.762678563727436,2.155336037465062
580,143,2.7634279935629373,2.155336037465062
581,143,2.7641761323903307,2.155336037465062
582,143,2.7649229846498886,2.155336037465062
583,143,2.765668554759014,2.155336037465062
584,143,2.7664128471123997,2.155336037465062
585,143,2.7671558660821804,2.155336037465062
586,143,2.767897616018091,2.155336037465062
587,142,2.7686381012476144,2.1522883443830563
588,142,2.7693773260761385,2.1522883443830563
589,142,2.7701152947871015,2.1522883443830563
590,142,2.7708520116421442,2.1522883443830563
591,142,2.7715874808812555,2.1522883443830563
592,142,2.77232170672292,2.1522883443830563
593,142,2.7730546933642626,2.1522883443830563
594,142,2.7737864449811935,2.1522883443830563
595,142,2.7745169657285498,2.1522883443830563
596,142,2.7752462597402365,2.1522883443830563
597,141,2.775974331129369,2.1492191126553797
598,141,2.776701183988411,2.1492191126553797
599,141,2.7774268223893115,2.1492191126553797
600,141,2.7781512503836434,2.1492191126553797
601,140,2.7788744720027396,2.146128035678238
602,140,2.7795964912578244,2.146128035678238
603,140,2.780317312140151,2.146128035678238
604,140,2.7810369386211318,2.146128035678238
605,140,2.781755374652469,2.146128035678238
606,139,2.782472624166286,2.143014800254095
607,139,2.7831886910752575,2.143014800254095
608,139,2.783903579272735,2.143014800254095
609,139,2.784617292632875,2.143014800254095
610,138,2.785329835010767,2.1398790864012365
611,138,2.786041210242554,2.1398790864012365
612,138,2.7867514221455614,2.1398790864012365
613,138,2.787460474518415,2.1398790864012365
614,138,2.788168371141168,2.1398790864012365
615,138,2.788875115775417,2.1398790864012365
616,137,2.7895807121644256,2.1367205671564067
617,137,2.7902851640332416,2.1367205671564067
618,137,2.790988475088816,2.1367205671564067
619,137,2.791690649020118,2.1367205671564067
620,137,2.792391689498254,2.1367205671564067
621,136,2.79309160017658,2.1335389083702174
622,136,2.7937903846908188,2.1335389083702174
623,136,2.7944880466591697,2.1335389083702174
624,136,2.795184589682424,2.1335389083702174
625,136,2.7958800173440754,2.1335389083702174
626,136,2.7965743332104296,2.1335389083702174
627,135,2.7972675408307164,2.130333768495006
628,135,2.797959643737196,2.130333768495006
629,135,2.798650645445269,2.130333768495006
630,135,2.7993405494535817,2.130333768495006
631,134,2.8000293592441343,2.1271047983648077
632,134,2.800717078282385,2.1271047983648077
633,134,2.801403710017355,2.1271047983648077
634,134,2.802089257881733,2.1271047983648077
635,134,2.8027737252919755,2.1271047983648077
636,133,2.803457115648414,2.123851640967086
637,133,2.8041394323353503,2.123851640967086
638,133,2.8048206787211623,2.123851640967086
639,133,2.8055008581584002,2.123851640967086
640,133,2.806179973983887,2.123851640967086
641,133,2.8068580295188172,2.123851640967086
642,133,2.807535028068853,2.123851640967086
643,133,2.808210972924222,2.123851640967086
644,132,2.808885867359812,2.12057393120585
645,132,2.8095597146352675,2.12057393120585
646,132,2.8102325179950842,2.12057393120585
647,132,2.8109042806687006,2.12057393120585
648,132,2.8115750058705933,2.12057393120585
649,131,2.812244696800369,2.1172712956557644
650,131,2.8129133566428557,2.1172712956557644
651,131,2.813580988568192,2.1172712956557644
652,131,2.81424759573192,2.1172712956557644
653,131,2.814913181275074,2.1172712956557644
654,131,2.815577748324267,2.1172712956557644
655,131,2.816241299991783,2.1172712956557644
656,130,2.8169038393756605,2.113943352306837
