rank,frequency,log(r),log(f)
4756,17,3.677241845946654,1.2304489213782739
4757,17,3.677333151419902,1.2304489213782739
4758,17,3.6774244377012475,1.2304489213782739
4759,17,3.6775157047987577,1.2304489213782739
4760,17,3.677606952720493,1.2304489213782739
4761,17,3.6776981814745104,1.2304489213782739
4762,17,3.677789391068861,1.2304489213782739
4763,17,3.6778805815115905,1.2304489213782739
4764,17,3.67797175281074,1.2304489213782739
4765,17,3.6780629049743454,1.2304489213782739
4766,17,3.678154038010437,1.2304489213782739
4767,17,3.678245151927042,1.2304489213782739
4768,17,3.67833624673218,1.2304489213782739
4769,17,3.6784273224338673,1.2304489213782739
4770,17,3.678518379040114,1.2304489213782739
4771,17,3.6786094165589263,1.2304489213782739
4772,17,3.678700434998304,1.2304489213782739
4773,17,3.678791434366244,1.2304489213782739
4774,17,3.6788824146707357,1.2304489213782739
4775,17,3.678973375919765,1.2304489213782739
4776,17,3.6790643181213127,1.2304489213782739
4777,17,3.679155241283354,1.2304489213782739
4778,17,3.679246145413859,1.2304489213782739
4779,17,3.6793370305207937,1.2304489213782739
4780,17,3.6794278966121188,1.2304489213782739
4781,17,3.6795187436957892,1.2304489213782739
4782,17,3.679609571779756,1.2304489213782739
4783,17,3.679700380871964,1.2304489213782739
4784,17,3.6797911709803546,1.2304489213782739
4785,17,3.6798819421128623,1.2304489213782739
4786,17,3.6799726942774185,1.2304489213782739
4787,17,3.6800634274819486,1.2304489213782739
4788,17,3.680154141734373,1.2304489213782739
4789,17,3.6802448370426077,1.2304489213782739
4790,17,3.680335513414563,1.2304489213782739
4791,17,3.680426170858145,1.2304489213782739
4792,17,3.680516809381255,1.2304489213782739
4793,17,3.680607428991788,1.2304489213782739
4794,17,3.680698029697635,1.2304489213782739
4795,17,3.6807886115066824,1.2304489213782739
4796,17,3.6808791744268112,1.2304489213782739
4797,17,3.680969718465897,1.2304489213782739
4798,17,3.6810602436318116,1.2304489213782739
4799,17,3.681150749932421,1.2304489213782739
4800,17,3.681241237375587,1.2304489213782739
4801,17,3.681331705969166,1.2304489213782739
4802,17,3.6814221557210085,1.2304489213782739
4803,16,3.681512586638962,1.2041199826559248
4804,16,3.6816029987308685,1.2041199826559248
4805,16,3.681693392004564,1.2041199826559248
4806,16,3.6817837664678814,1.2041199826559248
4807,16,3.681874122128647,1.2041199826559248
4808,16,3.681964458994683,1.2041199826559248
4809,16,3.6820547770738075,1.2041199826559248
4810,16,3.682145076373832,1.2041199826559248
4811,16,3.6822353569025643,1.2041199826559248
4812,16,3.6823256186678073,1.2041199826559248
4813,16,3.6824158616773586,1.2041199826559248
4814,16,3.682506085939011,1.2041199826559248
4815,16,3.6825962914605532,1.2041199826559248
4816,16,3.682686478249768,1.2041199826559248
4817,16,3.682776646314434,1.2041199826559248
4818,16,3.6828667956623247,1.2041199826559248
4819,16,3.6829569263012085,1.2041199826559248
4820,16,3.6830470382388496,1.2041199826559248
4821,16,3.683137131483007,1.2041199826559248
4822,16,3.683227206041435,1.2041199826559248
4823,16,3.6833172619218826,1.2041199826559248
4824,16,3.683407299132095,1.2041199826559248
4825,16,3.6834973176798114,1.2041199826559248
4826,16,3.683587317572767,1.2041199826559248
4827,16,3.683677298818692,1.2041199826559248
4828,16,3.6837672614253116,1.2041199826559248
4829,16,3.6838572054003462,1.2041199826559248
4830,16,3.683947130751512,1.2041199826559248
4831,16,3.6840370374865197,1.2041199826559248
4832,16,3.6841269256130755,1.2041199826559248
4833,16,3.6842167951388807,1.2041199826559248
4834,16,3.6843066460716316,1.2041199826559248
4835,16,3.6843964784190204,1.2041199826559248
4836,16,3.6844862921887342,1.2041199826559248
4837,16,3.6845760873884554,1.2041199826559248
4838,16,3.684665864025861,1.2041199826559248
4839,16,3.684755622108624,1.2041199826559248
4840,16,3.6848453616444123,1.2041199826559248
4841,16,3.6849350826408895,1.2041199826559248
4842,16,3.685024785105714,1.2041199826559248
4843,16,3.6851144690465394,1.2041199826559248
4844,16,3.6852041344710145,1.2041199826559248
4845,16,3.6852937813867843,1.2041199826559248
4846,16,3.6853834098014873,1.2041199826559248
4847,16,3.6854730197227594,1.2041199826559248
4848,16,3.68556261115823,1.2041199826559248
4849,16,3.6856521841155243,1.2041199826559248
4850,16,3.6857417386022635,1.2041199826559248
4851,16,3.6858312746260635,1.2041199826559248
4852,16,3.685920792194535,1.2041199826559248
4853,16,3.6860102913152857,1.2041199826559248
4854,16,3.686099771995916,1.2041199826559248
4855,16,3.6861892342440234,1.2041199826559248
4856,16,3.686278678067201,1.2041199826559248
4857,16,3.6863681034730362,1.2041199826559248
4858,16,3.6864575104691117,1.2041199826559248
4859,16,3.686546899063006,1.2041199826559248
4860,16,3.6866362692622934,1.2041199826559248
4861,16,3.686725621074542,1.2041199826559248
4862,16,3.6868149545073168,1.2041199826559248
4863,16,3.6869042695681773,1.2041199826559248
4864,16,3.6869935662646784,1.2041199826559248
4865,16,3.6870828446043706,1.2041199826559248
4866,16,3.6871721045948,1.2041199826559248
4867,16,3.687261346243506,1.2041199826559248
4868,16,3.6873505695580273,1.2041199826559248
4869,16,3.6874397745458944,1.2041199826559248
4870,16,3.6875289612146345,1.2041199826559248
4871,16,3.68761812957177,1.2041199826559248
4872,16,3.687707279624819,1.2041199826559248
4873,16,3.6877964113812944,1.2041199826559248
4874,16,3.6878855248487055,1.2041199826559248
4875,16,3.687974620034556,1.2041199826559248
4876,16,3.6880636969463443,1.2041199826559248
4877,16,3.6881527555915663,1.2041199826559248
4878,16,3.688241795977712,1.2041199826559248
4879,16,3.688330818112266,1.2041199826559248
4880,16,3.6884198220027105,1.2041199826559248
4881,16,3.6885088076565213,1.2041199826559248
4882,16,3.6885977750811696,1.2041199826559248
4883,16,3.6886867242841235,1.2041199826559248
4884,16,3.688775655272845,1.2041199826559248
4885,16,3.688864568054792,1.2041199826559248
4886,16,3.688953462637418,1.2041199826559248
4887,16,3.689042339028172,1.2041199826559248
4888,16,3.689131197234498,1.2041199826559248
4889,16,3.6892200372638357,1.2041199826559248
4890,16,3.6893088591236203,1.2041199826559248
4891,16,3.6893976628212823,1.2041199826559248
4892,16,3.689486448364248,1.2041199826559248
4893,16,3.6895752157599384,1.2041199826559248
4894,16,3.6896639650157703,1.2041199826559248
4895,16,3.6897526961391565,1.2041199826559248
4896,16,3.6898414091375047,1.2041199826559248
4897,16,3.689930104018218,1.2041199826559248
4898,16,3.6900187807886953,1.2041199826559248
4899,16,3.6901074394563307,1.2041199826559248
4900,16,3.690196080028514,1.2041199826559248
4901,16,3.6902847025126295,1.2041199826559248
4902,16,3.690373306916059,1.2041199826559248
4903,16,3.6904618932461783,1.2041199826559248
4904,16,3.690550461510359,1.2041199826559248
4905,16,3.6906390117159673,1.2041199826559248
4906,16,3.690727543870367,1.2041199826559248
4907,16,3.6908160579809155,1.2041199826559248
4908,16,3.6909045540549665,1.2041199826559248
4909,16,3.6909930320998696,1.2041199826559248
4910,16,3.6910814921229687,1.2041199826559248
4911,16,3.691169934131604,1.2041199826559248
4912,16,3.691258358133111,1.2041199826559248
4913,16,3.691346764134822,1.2041199826559248
4914,16,3.691435152144062,1.2041199826559248
4915,16,3.6915235221681546,1.2041199826559248
4916,16,3.6916118742144164,1.2041199826559248
4917,16,3.6917002082901615,1.2041199826559248
4918,16,3.6917885244026984,1.2041199826559248
4919,16,3.6918768225593315,1.2041199826559248
4920,16,3.69196510276736,1.2041199826559248
4921,16,3.6920533650340808,1.2041199826559248
4922,16,3.6921416093667836,1.2041199826559248
4923,16,3.6922298357727557,1.2041199826559248
4924,16,3.6923180442592787,1.2041199826559248
4925,16,3.6924062348336304,1.2041199826559248
4926,16,3.6924944075030846,1.2041199826559248
4927,16,3.692582562274909,1.2041199826559248
4928,16,3.692670699156369,1.2041199826559248
4929,16,3.692758818154724,1.2041199826559248
4930,16,3.69284691927723,1.2041199826559248
4931,16,3.692935002531138,1.2041199826559248
4932,16,3.693023067923694,1.2041199826559248
4933,16,3.693111115462141,1.2041199826559248
4934,16,3.6931991451537174,1.2041199826559248
4935,16,3.6932871570056554,1.2041199826559248
4936,16,3.6933751510251853,1.2041199826559248
4937,16,3.6934631272195313,1.2041199826559248
4938,16,3.6935510855959133,1.2041199826559248
4939,16,3.693639026161548,1.2041199826559248
4940,16,3.693726948923647,1.2041199826559248
4941,16,3.6938148538894167,1.2041199826559248
4942,16,3.6939027410660605,1.2041199826559248
4943,16,3.693990610460777,1.2041199826559248
4944,16,3.6940784620807596,1.2041199826559248
4945,16,3.694166295933198,1.2041199826559248
4946,16,3.6942541120252783,1.2041199826559248
4947,16,3.694341910364181,1.2041199826559248
4948,16,3.694429690957083,1.2041199826559248
4949,16,3.694517453811156,1.2041199826559248
4950,16,3.694605198933569,1.2041199826559248
4951,16,3.6946929263314843,1.2041199826559248
4952,16,3.6947806360120614,1.2041199826559248
4953,16,3.694868327982456,1.2041199826559248
4954,16,3.694956002249818,1.2041199826559248
4955,16,3.695043658821294,1.2041199826559248
4956,16,3.695131297704026,1.2041199826559248
4957,16,3.6952189189051508,1.2041199826559248
4958,16,3.6953065224318027,1.2041199826559248
4959,16,3.6953941082911097,1.2041199826559248
4960,16,3.6954816764901977,1.2041199826559248
4961,16,3.6955692270361857,1.2041199826559248
4962,16,3.6956567599361905,1.2041199826559248
4963,16,3.6957442751973235,1.2041199826559248
4964,16,3.695831772826692,1.2041199826559248
4965,16,3.6959192528313998,1.2041199826559248
4966,16,3.6960067152185454,1.2041199826559248
4967,16,3.6960941599952233,1.2041199826559248
4968,16,3.6961815871685237,1.2041199826559248
4969,16,3.6962689967455327,1.2041199826559248
4970,16,3.696356388733332,1.2041199826559248
4971,16,3.696443763138999,1.2041199826559248
4972,16,3.6965311199696074,1.2041199826559248
4973,16,3.696618459232225,1.2041199826559248
4974,16,3.696705780933917,1.2041199826559248
4975,16,3.6967930850817443,1.2041199826559248
4976,16,3.696880371682762,1.2041199826559248
4977,16,3.696967640744023,1.2041199826559248
4978,16,3.6970548922725746,1.2041199826559248
4979,16,3.6971421262754594,1.2041199826559248
4980,16,3.6972293427597176,1.2041199826559248
4981,16,3.697316541732383,1.2041199826559248
4982,16,3.6974037232004875,1.2041199826559248
4983,16,3.697490887171057,1.2041199826559248
4984,16,3.697578033651113,1.2041199826559248
4985,16,3.6976651626476746,1.2041199826559248
4986,16,3.6977522741677546,1.2041199826559248
4987,16,3.697839368218363,1.2041199826559248
4988,16,3.697926444806505,1.2041199826559248
4989,16,3.6980135039391815,1.2041199826559248
4990,16,3.6981005456233897,1.2041199826559248
4991,16,3.698187569866122,1.2041199826559248
4992,16,3.6982745766743674,1.2041199826559248
4993,16,3.6983615660551097,1.2041199826559248
4994,16,3.698448538015329,1.2041199826559248
4995,16,3.698535492562001,1.2041199826559248
4996,16,3.6986224297020978,1.2041199826559248
4997,16,3.698709349442587,1.2041199826559248
4998,16,3.6987962517904314,1.2041199826559248
4999,16,3.69888313675259,1.2041199826559248
5000,16,3.6989700043360187,1.2041199826559248
5001,16,3.699056854547668,1.2041199826559248
5002,16,3.699143687394484,1.2041199826559248
5003,16,3.699230502883409,1.2041199826559248
5004,16,3.6993173010213822,1.2041199826559248
5005,16,3.6994040818153375,1.2041199826559248
5006,16,3.6994908452722046,1.2041199826559248
5007,16,3.699577591398909,1.2041199826559248
5008,16,3.6996643202023733,1.2041199826559248
5009,16,3.699751031689514,1.2041199826559248
5010,16,3.699837725867246,1.2041199826559248
5011,16,3.699924402742477,1.2041199826559248
5012,16,3.7000110623221123,1.2041199826559248
5013,16,3.7000977046130537,1.2041199826559248
5014,16,3.7001843296221977,1.2041199826559248
5015,16,3.700270937356437,1.2041199826559248
5016,16,3.70035752782266,1.2041199826559248
5017,16,3.7004441010277516,1.2041199826559248
5018,16,3.7005306569785916,1.2041199826559248
5019,16,3.700617195682057,1.2041199826559248
5020,16,3.7007037171450192,1.2041199826559248
5021,16,3.700790221374347,1.2041199826559248
5022,16,3.7008767083769034,1.2041199826559248
5023,16,3.700963178159549,1.2041199826559248
5024,16,3.70104963072914,1.2041199826559248
5025,16,3.7011360660925265,1.2041199826559248
5026,16,3.701222484256557,1.2041199826559248
5027,16,3.7013088852280753,1.2041199826559248
5028,16,3.7013952690139202,1.2041199826559248
5029,16,3.7014816356209272,1.2041199826559248
5030,16,3.7015679850559273,1.2041199826559248
5031,16,3.7016543173257483,1.2041199826559248
5032,16,3.7017406324372124,1.2041199826559248
5033,16,3.7018269303971394,1.2041199826559248
5034,16,3.701913211212344,1.2041199826559248
5035,16,3.7019994748896368,1.2041199826559248
5036,16,3.702085721435825,1.2041199826559248
5037,16,3.702171950857711,1.2041199826559248
5038,16,3.702258163162094,1.2041199826559248
5039,16,3.7023443583557687,1.2041199826559248
5040,16,3.7024305364455254,1.2041199826559248
5041,16,3.7025166974381505,1.2041199826559248
5042,16,3.7026028413404273,1.2041199826559248
5043,16,3.7026889681591335,1.2041199826559248
5044,16,3.702775077901044,1.2041199826559248
5045,16,3.7028611705729295,1.2041199826559248
5046,16,3.702947246181556,1.2041199826559248
5047,16,3.703033304733686,1.2041199826559248
5048,16,3.703119346236078,1.2041199826559248
5049,16,3.7032053706954864,1.2041199826559248
5050,16,3.7032913781186614,1.2041199826559248
5051,16,3.7033773685123497,1.2041199826559248
5052,16,3.703463341883293,1.2041199826559248
5053,16,3.7035492982382303,1.2041199826559248
5054,16,3.703635237583896,1.2041199826559248
5055,15,3.70372115992702,1.1760912590556813
5056,15,3.7038070652743285,1.1760912590556813
5057,15,3.7038929536325447,1.1760912590556813
5058,15,3.703978825008386,1.1760912590556813
5059,15,3.7040646794085674,1.1760912590556813
5060,15,3.7041505168397992,1.1760912590556813
5061,15,3.704236337308788,1.1760912590556813
5062,15,3.7043221408222355,1.1760912590556813
5063,15,3.704407927386841,1.1760912590556813
5064,15,3.7044936970092985,1.1760912590556813
5065,15,3.704579449696299,1.1760912590556813
5066,15,3.704665185454529,1.1760912590556813
5067,15,3.704750904290671,1.1760912590556813
5068,15,3.7048366062114035,1.1760912590556813
5069,15,3.7049222912234017,1.1760912590556813
5070,15,3.705007959333336,1.1760912590556813
5071,15,3.7050936105478733,1.1760912590556813
5072,15,3.7051792448736762,1.1760912590556813
5073,15,3.7052648623174043,1.1760912590556813
5074,15,3.705350462885712,1.1760912590556813
5075,15,3.7054360465852505,1.1760912590556813
5076,15,3.705521613422667,1.1760912590556813
5077,15,3.705607163404605,1.1760912590556813
5078,15,3.7056926965377035,1.1760912590556813
5079,15,3.705778212828598,1.1760912590556813
5080,15,3.7058637122839193,1.1760912590556813
5081,15,3.705949194910296,1.1760912590556813
5082,15,3.7060346607143506,1.1760912590556813
5083,15,3.7061201097027037,1.1760912590556813
5084,15,3.7062055418819706,1.1760912590556813
5085,15,3.7062909572587635,1.1760912590556813
5086,15,3.7063763558396903,1.1760912590556813
5087,15,3.7064617376313547,1.1760912590556813
5088,15,3.7065471026403576,1.1760912590556813
5089,15,3.7066324508732946,1.1760912590556813
5090,15,3.7067177823367587,1.1760912590556813
5091,15,3.706803097037338,1.1760912590556813
5092,15,3.706888394981618,1.1760912590556813
5093,15,3.7069736761761782,1.1760912590556813
5094,15,3.707058940627596,1.1760912590556813
5095,15,3.707144188342445,1.1760912590556813
5096,15,3.707229419327294,1.1760912590556813
5097,15,3.707314633588708,1.1760912590556813
5098,15,3.7073998311332486,1.1760912590556813
5099,15,3.7074850119674734,1.1760912590556813
5100,15,3.7075701760979363,1.1760912590556813
5101,15,3.707655323531187,1.1760912590556813
5102,15,3.7077404542737713,1.1760912590556813
5103,15,3.7078255683322316,1.1760912590556813
5104,15,3.707910665713106,1.1760912590556813
5105,15,3.707995746422929,1.1760912590556813
5106,15,3.7080808104682315,1.1760912590556813
5107,15,3.70816585785554,1.1760912590556813
5108,15,3.708250888591378,1.1760912590556813
5109,15,3.7083359026822635,1.1760912590556813
5110,15,3.708420900134713,1.1760912590556813
5111,15,3.708505880955237,1.1760912590556813
5112,15,3.7085908451503435,1.1760912590556813
5113,15,3.708675792726537,1.1760912590556813
5114,15,3.708760723690317,1.1760912590556813
5115,15,3.708845638048179,1.1760912590556813
5116,15,3.7089305358066165,1.1760912590556813
5117,15,3.7090154169721172,1.1760912590556813
5118,15,3.7091002815511667,1.1760912590556813
5119,15,3.7091851295502454,1.1760912590556813
5120,15,3.709269960975831,1.1760912590556813
5121,15,3.709354775834396,1.1760912590556813
5122,15,3.709439574132411,1.1760912590556813
5123,15,3.709524355876341,1.1760912590556813
5124,15,3.7096091210726487,1.1760912590556813
5125,15,3.7096938697277917,1.1760912590556813
5126,15,3.709778601848225,1.1760912590556813
5127,15,3.709863317440399,1.1760912590556813
5128,15,3.709948016510761,1.1760912590556813
5129,15,3.7100326990657537,1.1760912590556813
5130,15,3.7101173651118162,1.1760912590556813
5131,15,3.7102020146553847,1.1760912590556813
5132,15,3.710286647702891,1.1760912590556813
5133,15,3.710371264260763,1.1760912590556813
5134,15,3.7104558643354246,1.1760912590556813
5135,15,3.710540447933297,1.1760912590556813
5136,15,3.710625015060797,1.1760912590556813
5137,15,3.710709565724337,1.1760912590556813
5138,15,3.7107940999303275,1.1760912590556813
5139,15,3.710878617685173,1.1760912590556813
5140,15,3.710963118995276,1.1760912590556813
5141,15,3.711047603867034,1.1760912590556813
5142,15,3.711132072306842,1.1760912590556813
5143,15,3.71121652432109,1.1760912590556813
5144,15,3.7113009599161657,1.1760912590556813
5145,15,3.7113853790984517,1.1760912590556813
5146,15,3.7114697818743276,1.1760912590556813
5147,15,3.7115541682501694,1.1760912590556813
5148,15,3.711638538232349,1.1760912590556813
5149,15,3.7117228918272347,1.1760912590556813
5150,15,3.711807229041191,1.1760912590556813
5151,15,3.711891549880579,1.1760912590556813
5152,15,3.711975854351756,1.1760912590556813
5153,15,3.7120601424610746,1.1760912590556813
5154,15,3.712144414214886,1.1760912590556813
5155,15,3.7122286696195355,1.1760912590556813
5156,15,3.7123129086813655,1.1760912590556813
5157,15,3.712397131406715,1.1760912590556813
5158,15,3.712481337801919,1.1760912590556813
5159,15,3.7125655278733083,1.1760912590556813
5160,15,3.7126497016272113,1.1760912590556813
5161,15,3.7127338590699517,1.1760912590556813
5162,15,3.71281800020785,1.1760912590556813
5163,15,3.7129021250472225,1.1760912590556813
5164,15,3.712986233594383,1.1760912590556813
5165,15,3.7130703258556395,1.1760912590556813
5166,15,3.7131544018372984,1.1760912590556813
5167,15,3.7132384615456617,1.1760912590556813
5168,15,3.7133225049870275,1.1760912590556813
5169,15,3.713406532167691,1.1760912590556813
5170,15,3.7134905430939424,1.1760912590556813
5171,15,3.71357453777207,1.1760912590556813
5172,15,3.7136585162083566,1.1760912590556813
5173,15,3.7137424784090824,1.1760912590556813
5174,15,3.7138264243805246,1.1760912590556813
5175,15,3.7139103541289553,1.1760912590556813
5176,15,3.713994267660644,1.1760912590556813
5177,15,3.714078164981856,1.1760912590556813
5178,15,3.714162046098853,1.1760912590556813
5179,15,3.714245911017894,1.1760912590556813
5180,15,3.714329759745233,1.1760912590556813
5181,15,3.714413592287121,1.1760912590556813
5182,15,3.714497408649806,1.1760912590556813
5183,15,3.7145812088395314,1.1760912590556813
5184,15,3.714664992862537,1.1760912590556813
5185,15,3.7147487607250596,1.1760912590556813
5186,15,3.7148325124333326,1.1760912590556813
5187,15,3.714916247993585,1.1760912590556813
5188,15,3.7149999674120426,1.1760912590556813
5189,15,3.715083670694927,1.1760912590556813
5190,15,3.7151673578484576,1.1760912590556813
5191,15,3.7152510288788494,1.1760912590556813
5192,15,3.715334683792313,1.1760912590556813
5193,15,3.715418322595056,1.1760912590556813
5194,15,3.715501945293284,1.1760912590556813
5195,15,3.7155855518931964,1.1760912590556813
5196,15,3.71566914240099,1.1760912590556813
5197,15,3.7157527168228595,1.1760912590556813
5198,15,3.715836275164994,1.1760912590556813
5199,15,3.7159198174335795,1.1760912590556813
5200,15,3.716003343634799,1.1760912590556813
5201,15,3.716086853774832,1.1760912590556813
5202,15,3.716170347859854,1.1760912590556813
5203,15,3.7162538258960365,1.1760912590556813
5204,15,3.7163372878895484,1.1760912590556813
5205,15,3.716420733846555,1.1760912590556813
5206,15,3.716504163773217,1.1760912590556813
5207,15,3.7165875776756923,1.1760912590556813
5208,15,3.7166709755601355,1.1760912590556813
5209,15,3.716754357432697,1.1760912590556813
5210,15,3.7168377232995247,1.1760912590556813
5211,15,3.7169210731667612,1.1760912590556813
5212,15,3.7170044070405472,1.1760912590556813
5213,15,3.717087724927019,1.1760912590556813
5214,15,3.71717102683231,1.1760912590556813
5215,15,3.7172543127625497,1.1760912590556813
5216,15,3.717337582723864,1.1760912590556813
5217,15,3.717420836722375,1.1760912590556813
5218,15,3.717504074764202,1.1760912590556813
5219,15,3.7175872968554606,1.1760912590556813
5220,15,3.717670503002262,1.1760912590556813
5221,15,3.7177536932107156,1.1760912590556813
5222,15,3.7178368674869255,1.1760912590556813
5223,15,3.7179200258369938,1.1760912590556813
5224,15,3.7180031682670176,1.1760912590556813
5225,15,3.7180862947830917,1.1760912590556813
5226,15,3.718169405391307,1.1760912590556813
5227,15,3.7182525000977504,1.1760912590556813
5228,15,3.7183355789085066,1.1760912590556813
5229,15,3.7184186418296554,1.1760912590556813
5230,15,3.718501688867274,1.1760912590556813
5231,15,3.718584720027436,1.1760912590556813
5232,15,3.718667735316211,1.1760912590556813
5233,15,3.718750734739665,1.1760912590556813
5234,15,3.7188337183038622,1.1760912590556813
5235,15,3.718916686014861,1.1760912590556813
5236,15,3.718999637878718,1.1760912590556813
5237,15,3.719082573901486,1.1760912590556813
5238,15,3.7191654940892134,1.1760912590556813
5239,15,3.719248398447946,1.1760912590556813
5240,15,3.7193312869837265,1.1760912590556813
5241,15,3.7194141597025934,1.1760912590556813
5242,15,3.719497016610582,1.1760912590556813
5243,15,3.719579857713723,1.1760912590556813
5244,15,3.7196626830180466,1.1760912590556813
5245,15,3.7197454925295768,1.1760912590556813
5246,15,3.7198282862543346,1.1760912590556813
5247,15,3.719911064198339,1.1760912590556813
5248,15,3.719993826367604,1.1760912590556813
5249,15,3.7200765727681406,1.1760912590556813
5250,15,3.720159303405957,1.1760912590556813
5251,15,3.720242018287057,1.1760912590556813
5252,15,3.7203247174174416,1.1760912590556813
5253,15,3.7204074008031087,1.1760912590556813
5254,15,3.7204900684500513,1.1760912590556813
5255,15,3.720572720364261,1.1760912590556813
5256,15,3.7206553565517244,1.1760912590556813
5257,15,3.720737977018425,1.1760912590556813
5258,15,3.720820581770344,1.1760912590556813
5259,15,3.7209031708134575,1.1760912590556813
5260,15,3.7209857441537393,1.1760912590556813
5261,15,3.721068301797159,1.1760912590556813
5262,15,3.721150843749684,1.1760912590556813
5263,15,3.7212333700172775,1.1760912590556813
5264,15,3.721315880605899,1.1760912590556813
5265,15,3.721398375521505,1.1760912590556813
5266,15,3.7214808547700495,1.1760912590556813
5267,15,3.721563318357481,1.1760912590556813
5268,15,3.7216457662897464,1.1760912590556813
5269,15,3.721728198572788,1.1760912590556813
5270,15,3.7218106152125467,1.1760912590556813
5271,15,3.7218930162149575,1.1760912590556813
5272,15,3.7219754015859534,1.1760912590556813
5273,15,3.722057771331464,1.1760912590556813
5274,15,3.7221401254574156,1.1760912590556813
5275,15,3.72222246396973,1.1760912590556813
5276,15,3.7223047868743278,1.1760912590556813
5277,15,3.7223870941771238,1.1760912590556813
5278,15,3.7224693858840308,1.1760912590556813
5279,15,3.7225516620009587,1.1760912590556813
5280,15,3.722633922533812,1.1760912590556813
5281,15,3.7227161674884948,1.1760912590556813
5282,15,3.722798396870905,1.1760912590556813
5283,15,3.722880610686939,1.1760912590556813
5284,15,3.7229628089424898,1.1760912590556813
5285,15,3.723044991643445,1.1760912590556813
5286,15,3.7231271587956916,1.1760912590556813
5287,15,3.7232093104051116,1.1760912590556813
5288,15,3.723291446477584,1.1760912590556813
5289,15,3.7233735670189843,1.1760912590556813
5290,15,3.7234556720351857,1.1760912590556813
5291,15,3.723537761532057,1.1760912590556813
5292,15,3.7236198355154633,1.1760912590556813
5293,15,3.723701893991268,1.1760912590556813
5294,15,3.7237839369653294,1.1760912590556813
5295,15,3.7238659644435037,1.1760912590556813
5296,15,3.7239479764316434,1.1760912590556813
5297,15,3.7240299729355977,1.1760912590556813
5298,15,3.7241119539612124,1.1760912590556813
5299,15,3.7241939195143297,1.1760912590556813
5300,14,3.724275869600789,1.146128035678238
5301,14,3.7243578042264267,1.146128035678238
5302,14,3.7244397233970745,1.146128035678238
5303,14,3.7245216271185626,1.146128035678238
5304,14,3.7246035153967165,1.146128035678238
5305,14,3.7246853882373596,1.146128035678238
5306,14,3.7247672456463103,1.146128035678238
5307,14,3.7248490876293854,1.146128035678238
5308,14,3.724930914192398,1.146128035678238
5309,14,3.725012725341157,1.146128035678238
5310,14,3.725094521081469,1.146128035678238
5311,14,3.725176301419137,1.146128035678238
5312,14,3.7252580663599613,1.146128035678238
5313,14,3.725339815909737,1.146128035678238
5314,14,3.725421550074259,1.146128035678238
5315,14,3.7255032688593155,1.146128035678238
5316,14,3.725584972270694,1.146128035678238
5317,14,3.7256666603141784,1.146128035678238
5318,14,3.7257483329955483,1.146128035678238
5319,14,3.7258299903205803,1.146128035678238
5320,14,3.7259116322950483,1.146128035678238
5321,14,3.7259932589247224,1.146128035678238
5322,14,3.72607487021537,1.146128035678238
5323,14,3.7261564661727546,1.146128035678238
5324,14,3.7262380468026377,1.146128035678238
5325,14,3.726319612110775,1.146128035678238
5326,14,3.7264011621029223,1.146128035678238
5327,14,3.7264826967848297,1.146128035678238
5328,14,3.7265642161622448,1.146128035678238
5329,14,3.726645720240912,1.146128035678238
5330,14,3.7267272090265724,1.146128035678238
5331,14,3.726808682524964,1.146128035678238
5332,14,3.726890140741822,1.146128035678238
5333,14,3.7269715836828765,1.146128035678238
5334,14,3.727053011353857,1.146128035678238
5335,14,3.727134423760489,1.146128035678238
5336,14,3.7272158209084925,1.146128035678238
5337,14,3.7272972028035873,1.146128035678238
5338,14,3.727378569451489,1.146128035678238
5339,14,3.7274599208579087,1.146128035678238
5340,14,3.727541257028556,1.146128035678238
5341,14,3.727622577969137,1.146128035678238
5342,14,3.727703883685354,1.146128035678238
5343,14,3.727785174182906,1.146128035678238
5344,14,3.727866449467489,1.146128035678238
5345,14,3.727947709544797,1.146128035678238
5346,14,3.7280289544205183,1.146128035678238
5347,14,3.728110184100341,1.146128035678238
5348,14,3.7281913985899466,1.146128035678238
5349,14,3.728272597895017,1.146128035678238
5350,14,3.7283537820212285,1.146128035678238
5351,14,3.728434950974255,1.146128035678238
5352,14,3.7285161047597666,1.146128035678238
5353,14,3.728597243383432,1.146128035678238
5354,14,3.728678366850914,1.146128035678238
5355,14,3.7287594751678745,1.146128035678238
5356,14,3.7288405683399715,1.146128035678238
5357,14,3.7289216463728594,1.146128035678238
5358,14,3.7290027092721902,1.146128035678238
5359,14,3.729083757043612,1.146128035678238
5360,14,3.72916478969277,1.146128035678238
5361,14,3.7292458072253067,1.146128035678238
5362,14,3.7293268096468606,1.146128035678238
5363,14,3.729407796963068,1.146128035678238
5364,14,3.7294887691795613,1.146128035678238
5365,14,3.72956972630197,1.146128035678238
5366,14,3.7296506683359203,1.146128035678238
5367,14,3.7297315952870354,1.146128035678238
5368,14,3.729812507160936,1.146128035678238
5369,14,3.7298934039632377,1.146128035678238
5370,14,3.7299742856995555,1.146128035678238
5371,14,3.7300551523755,1.146128035678238
5372,14,3.7301360039966776,1.146128035678238
5373,14,3.730216840568694,1.146128035678238
5374,14,3.7302976620971497,1.146128035678238
5375,14,3.730378468587643,1.146128035678238
5376,14,3.7304592600457687,1.146128035678238
5377,14,3.730540036477119,1.146128035678238
5378,14,3.730620797887283,1.146128035678238
